"revision_date_completed","fillerblankdate","Account","Edge","StoneThickness","StoneColor","StoneType","Areas","JobName","RevisionReason","FabID","FabType","JobNumber","NumPieces","DraftNotes","DraftCompleted","creation_date","TotalSqft","SalesPerson","Revisor","FileData","RevisionType"
"3/15/2025 3:56:07 PM","","PHILIPPE MESRITZ","FLAT","5","Berkshire Steel Satin Ridge","CAMBRIA","KITCHEN COUNTERTOPS","MESRITZ - 102 BERRY COVE","please note a starting point from where the first hole (either on the left or the right) starts from the end of the cabinet. customer is drilling holes into the wood beneath","13517","1","20380","","","-1","2/26/2025 9:10:55 AM","52.5","9","6","","1"
"3/15/2025 3:56:07 PM","","Classic Constructors","FLAT HONED","5","WINTERBOURNE MATTE","CAMBRIA","PREP KITCHEN, PANTRY, PRIMARY BATH MAIN VANITY, PRIMARY BATH HER VANITY","5123 Indigo Spires Way","Please revise drawing with re-template of Her Primary Vanity","12149","1","19932","18","","-1","2/26/2025 11:57:19 AM","178","7","6","","1"
"3/15/2025 3:56:07 PM","","Ignite Outdoor Kitchens","FLAT HONED","4","OPERA","DEKTON","OUTDOOR KITCHEN","8818 BIG VIEW DRIVE 4","Layout from Markos no bueno.  The vein match to the right of the grill is pretty rough.Also this is a program color so let's try to move some of the smaller pieces to the slab with the sink top to conserve material.","13482","1","20386","8","","-1","2/26/2025 11:59:54 AM","44.8","5","6","/layout no bueno.PNG","3"
"3/15/2025 3:56:07 PM","","Golden Build Company","FLAT","5","RAINIER GOLD","STRATUS QUARTZ","BATH 4","4204 Churchill Downs","Per Builder: Can I have the tub shelves 6 1/2” wide.","13385","1","20364","","","-1","2/26/2025 2:16:18 PM","5","5","15","","3"
"3/15/2025 3:56:07 PM","","Golden Build Company","MITERED","5","GOLD CARRARA","STRATUS QUARTZ","MASTER SHOWER SEAT and CURB","4204 Churchill Downs","Combine layout with the Master Vanities please","13387","1","20364","5","","-1","2/26/2025 2:23:39 PM","14.3","5","15","","3"
"3/15/2025 3:56:07 PM","","RisherMartin","FLAT HONED","4","CALACATTA MONET HONED","MS","POWDER","3312 BEE CAVE","The drain needs to be changed to a Compas Chiseled Rose Drain.  I'll send in an email.Also the customer emailed in a file showing the general area of the slab she would rather see as the main front miter panel on the layout.","13237","1","20300","4","","-1","2/26/2025 4:19:12 PM","31.5","5","6","/homeowner markup for powder layout.jpg","1"
"5/19/2025 4:23:30 PM","","FIA Homes","FLAT","5","CRYSTALLO LUMIX EXTRA PREMIUM","QZ","KITCHEN PERIMETER TOPS, RANGE WALL FHBSP, LEVEL 1 BAR","1904 RALEIGH AVE","Update with pop up outlet per instruction from Gabe   new Bocci location","13677","1","20452","6","","-1","5/14/2025 1:47:26 PM","73.2","5","15","","3"
"5/15/2025 11:04:31 AM","","Waller Building Company, LLC","FLAT","4","VAGLI TO BE HONED BY AG","MS","BATH 2 LOOSE PIECES","4605 STRASS DR","please match approved mock-up slabsmith layout","13521","1","20197","5","","-1","5/15/2025 9:31:00 AM","4.2","9","6","/bath 2 layout.jpg","3"
"5/15/2025 11:05:25 AM","","Waller Building Company, LLC","FLAT","4","Calacatta Vagli ** to be honed by AG **","MS","POOL BATH VANITY","4605 STRASS DR","please match mock up slabsmith layout","13528","1","20197","1","","-1","5/15/2025 9:32:35 AM","8.5","9","6","/pool bath slabsmith.jpg","3"
"5/15/2025 11:04:40 AM","","Waller Building Company, LLC","FLAT","4","VAGLI ** TO BE HONED BY AG **","MS","BATH 2 VANITY and linen top","4605 STRASS DR","please match mock up slabsmith layout","13522","1","20197","2","","-1","5/15/2025 9:35:15 AM","19.3","9","6","/bath 2 layout vanities.jpg","1"
"5/15/2025 11:12:18 AM","","Waller Building Company, LLC","FLAT","4","CALACATTA VAGLI","MS","KITCHEN SINK PERIMETER W/ 7","4605 STRASS DR","please remove seam from DXF file in slabsmith and match mock up","13524","1","20197","9","","-1","5/15/2025 9:39:44 AM","66","9","6","/kitchen perimeter layout.jpg","3"
"5/15/2025 4:30:59 PM","","Rauser Construction","MITER","5","OPAL WHITE HONED","MS","PRIMARY BATH VANITY","3400 Barranca Circle","Holes for faucet","13583","1","20245","1","TR sent email with detailed info","-1","5/15/2025 10:08:01 AM","11.6","5","6","","1"
"5/16/2025 9:42:55 AM","","Rauser Construction","FLAT HONED","5","MILAN BLACK (honed or leathered?)","QZ","KITCHEN","3400 Barranca Circle","Move joint on pc 8 to go the other direction so Pc 9 becomes 64 5/8 long.I had an hour meeting with the clients re the layout, so I will do that once seam has changed.","12955","1","20245","19","","-1","5/15/2025 12:41:56 PM","126","5","15","","3"
"5/16/2025 9:13:27 AM","","Texas Construction Company","FLAT HONED","5","CALACATTA GOLD HONED","MS","GUEST BATH VANITY, SHOWER BENCH TOP, SHOWER NICHE BOTTOM","300 Las Lomas Drive","Please update drawing to show new color (2 fab forms were combined). Needs slabsmith now.","13835","1","20425","3","","-1","5/16/2025 8:07:37 AM","18.4","7","15","","3"
"8/27/2025 10:50:06 AM","","","","","","","","","","","","","","THIS REVISION WAS BLANK, I THINK IT WAS AN ERROR.","-1","5/16/2025 11:13:51 AM","","","6","","1"
"5/20/2025 4:39:30 PM","","Texas Construction Co.","FLAT POLISH","5","WHITE CLIFF POLISHED","CAMBRIA","BAR","2205 Schulle Ave.","Customer would like depth to be 25 3/16"" on both sides","13487","1","20388","1","","-1","5/16/2025 2:16:23 PM","10.7","7","6","","1"
"5/20/2025 1:57:16 PM","","Stewart and Company","FLAT HONED","4","CALACATTA MICHELANGELO HONED **TO BE LEATHERED BY ALPHA**","MS","FAMILY ROOM FIREPLACE","500 Las Lomas","Can you lay out the fireplace and the master shower walls together to see if you can conserve any material? We need to save as much as possible for a future phase.","13392","1","20362","10","","-1","5/16/2025 2:31:03 PM","34.5","7","6","","2"
"5/20/2025 1:57:22 PM","","Stewart and Company","FLAT HONED","4","CALACATTA MICHELANGELO HONED **TO BE LEATHERED BY ALPHA**","MS","PRIMARY SHOWER WALLS","500 LAS LOMAS","Can you lay out the fireplace and the master shower walls together to see if you can conserve any material? We need to save as much as possible for a future phase.","13394","1","20362","10","","-1","5/16/2025 2:31:17 PM","206.5","7","6","","2"
"5/22/2025 9:11:50 AM","","Rauser Construction","MITER","5","OPAL WHITE HONED","MS","PRIMARY BATH VANITY","3400 Barranca Circle","332047 has already been cut. Redo layout with 332913 right hand L 112*62/91*15","13583","1","20245","1","","-1","5/19/2025 11:16:43 AM","11.6","5","6","","3"
"5/20/2025 4:42:20 PM","","Fleener Co., LLC","FLAT","5","EBONY NEGRESO HONED","GS","ISLAND W/WATERFALL DROP DOWN PANEL","208 Woodcrest Street","please edit polish the backside of the WFP to HONE the backside of the WFP","13050","1","20268","2","","-1","5/19/2025 11:36:37 AM","68.8","6","6","","3"
"5/22/2025 9:27:43 AM","","Godsey Homes","FLAT","6","TAJ MAHAL -HAND SELECT","QUARTZITE","KITCHEN","750 Mesa Ridge","revision request by builder- both the accessory holes at the sink need to be 8"" from the center of faucet. one 8"" to the left and 1 8"" to the right of faucet center","13859","1","20514","3","","-1","5/19/2025 1:14:03 PM","79.5","6","6","","1"
"5/20/2025 9:23:40 AM","","Hayes, Jacob","FLAT","5","RAINIER","STRATUS QUARTZ","KITCHEN, ANGLED VANITY, RECTANGULAR VANITY","Hayes- 906 Blackjack Cove","THE CLIENT WOULD LIKE TO REMOVE THE TWO DOG EARS IN ORDER TO ELIMINATE THE NEED FOR THE LONG SEAM BY THE WINDOW.","13754","1","20479","13","","-1","5/19/2025 1:44:49 PM","64.9","15","15","","3"
"6/25/2025 4:36:38 PM","","FSB Custom Homes, LLC","MISC","4","TRAMBISERA HONED","MS","MASTER SHOWER WALL","3602 Murillo Circle","See attachment, and also: ""Yes, we do need the overall wall width to match the overall bench width. The baseboard is effectively to wrap the entire assembly.""","13704","1","19918","34","WILL NEED RETEMPLATE ✋ - HOLD - REQUESTING MORE INFO, IT SEEMS LIKE THIS IS ALREADY THE CASE.","-1","6/23/2025 11:05:47 AM","88.5","7","6","/3602 MURILLO CIRCLE - MASTER SHOWER WALL REDLINE 01 2025-06.13.pdf","3"
"6/25/2025 10:01:55 AM","","Yin, Adele","FLAT HONED","4","MARMORIO","DEKTON","TABLE TOP","Yin-Marmorio Tabletop - FAB ONLY","Please revise table dimensions to 52"" x 29"", and run the table the other direction on the slab if possible.","14011","2","20560","1","","-1","6/23/2025 1:30:06 PM","11.4","7","6","","1"
"6/27/2025 8:06:55 AM","","Venco Construction","FLAT","4","TAJ ROYALE","CS","KITCHEN","3933 Steck Ave B-111","slabs dont match. make all vanity pieces out of smaller piece. Move Joint in kitchen over to not be over the icemaker","14022","1","20546","8","","-1","6/23/2025 1:32:14 PM","34.6","5","6","","3"
"6/25/2025 9:09:23 AM","","Stewart and Company","FLAT HONED","5","VIRGINIA MIST HONED (TO BE LEATHERED BY AG)","GS","BATH 3","500 LAS LOMAS","Please make backsplash have 6"" radius corners.","13935","1","20362","2","","-1","6/23/2025 2:08:15 PM","11.1","7","6","","1"
"6/24/2025 3:53:32 PM","","Stewart and Company","FLAT HONED","5","VIRGINIA MIST HONED (TO BE LEATHERED BY AG)","GS","WINE RM, BUT PANTRY, LAUNDRY, DOWN GUEST BATH, GAME RM, GAME RM BATH, JJ DESK","500 LAS LOMAS","Please make backsplashes have 6"" radius corners, and add radius corner on right side of Guest Bath backsplash.","13396","1","20362","","","-1","6/23/2025 2:09:06 PM","100","7","6","","1"
"6/25/2025 5:00:51 PM","","Shoberg Homes","FLAT HONED","5","MINAS","SOAPSTONE","WET BAR","1501 Rabb Rd","Need new Slabsmith layout. We got new material Slab 333732","12059","1","19976","1","","-1","6/24/2025 11:39:21 AM","18.2","5","6","","1"
"6/25/2025 8:40:51 AM","","RisherMartin","2 1/4","4","TAJ MAHAL LEATHERED","QZ","MUD, ISLAND, KITCHEN PERIMETER, MORNING BAR, FULL HEIGHT SPLASH","2810 Scenic Drive","For Mud Room Piece:designer wants grain flow goin left to right vs. front to back","13875","1","20491","18","","-1","6/24/2025 5:07:13 PM","161.4","5","6","","3"
"7/24/2025 4:05:38 PM","","Ignite Outdoor Kitchens","FLAT HONED","4","SOKE","DEKTON","OUTDOOR KITCHEN","5009 CREEK MEADOW","SEE EMAIL WITH 4 requests.","14020","1","20376","6","","-1","7/22/2025 5:43:26 PM","40.4","5","6","","3"
"7/23/2025 4:06:57 PM","","RD Horton Construction","TBD","5","SLEEK CONCRETE","CS","INDOOR KITCHEN","375 Esquell Ranch Road","Please revise edge profie to a Half bullnose edge per builder","14079","1","20575","3","","-1","7/23/2025 1:30:44 PM","36.1","6","","","3"
"7/23/2025 3:44:36 PM","","Venco Construction","FLAT","5","TAJ MAHAL","QZ","FIREPLACE SURROUND","1705 University Club Drive","This is a fireplace. Add the necessary joints for expansion.","14157","1","20608","1","","-1","7/23/2025 2:22:04 PM","33.6","5","15","","3"
"7/24/2025 3:11:37 PM","","FIA Homes","FLAT HONED","5","BRASS RELISH","SS","UTILITY","1701 Brookhaven Drive","MAKE CUTOUT AS A REVEAL TO MATCH KITCHEN SINK CUTOUT, Note was in MW but ignored.","13972","1","20135","3","","-1","7/23/2025 2:31:37 PM","36.5","5","6","","3"
"7/29/2025 10:55:57 AM","","Alysha Rainwaters","FLAT","5","TAJ MAHAL","QZ","KITCHEN PERIMETER, KITCHEN FHBSP W/ SHELF","Rainwaters-4840 Canyon Bend","client wants us to mill the space under / around the metal supports. template verification done to place these exact spots on 7/23. please revise shelf with this and add to notes for shop / installers as needed.","14073","1","20589","9","","-1","7/24/2025 10:23:37 AM","70.9","9","6","","1"
"7/25/2025 2:53:18 PM","","FIA Homes","FLAT HONED","5","CLEARSKIES","CAESARSTONE","OUTDOOR KITCHEN","2112 Paramount","Change o/h","12724","1","20173","5","","-1","7/24/2025 4:52:40 PM","16.4","5","6","","1"
"7/28/2025 3:39:27 PM","","Lake Group Builders","custom","5","CALACATTA CALDIA","MS","PRIMARY BATH VANITY","4 MICHELE CIRCLE","Please change name on shop to Primary Bath Vanity, change edge to the attached (cove edge? or custom?). remove the miters(pcs of 8 and 4 of 8), change backsplash to 3"" total with scalloped corners like the attached.","13311","1","20085","8","","-1","7/25/2025 3:10:54 PM","36.4","9","6","/20085 - MASTER BATH VANITY-BLOCK-REDLINED 2025.07.07.pdf","1"
"7/25/2025 3:43:45 PM","","Lake Group Builders","FLAT","5","CALACATTA CALDIA","MS","PRIMARY BATH SHOWER SEAT TOP","4 Michele Circle","please change title on shop to ""primary bath shower seat top""","13136","1","20085","1","","-1","7/25/2025 3:12:34 PM","5","9","6","/Screenshot 2025-07-25 151211.jpg","1"
"7/28/2025 11:03:07 AM","","Mueller, David","FLAT","5","MONA LISA","GS","KITCHEN, ISLAND, HI BAR, BAR, LAUNDRY","Mueller-2824 St. Rodrigo Court","The Bar","14094","1","20596","14","","-1","7/28/2025 10:38:28 AM","109.4","5","12","","3"
"7/28/2025 1:00:02 PM","","Nury","","","","","","","please edit block drawing-remove scribe- it was supposed to be removed on 7/17-recvd revised layout and block fromMarkos-but scribe still shows on block -Thanks!","14100","1","20598","5","","-1","7/28/2025 11:48:33 AM","81.8","","6","","3"
"7/29/2025 11:30:47 AM","","Venco Construction","FLAT","5","TAJ MAHAL","QZ","FIREPLACE SURROUND","1705 University Club Drive","SS layout was done on the old drawing before joints","14157","1","20608","1","","-1","7/28/2025 12:04:33 PM","33.6","5","6","","3"
"7/29/2025 10:12:49 AM","","Frio Canyon Vineyards","FLAT","4","AURORA","OPAL QUARTZ","WINE LAB/RESTROOM","2344 East Ranch Rd 337","pleasew revise layout-jointed bsp pieces can share same slab- 11,15,14","14087","1","20593","15","","-1","7/28/2025 2:12:30 PM","98.2","6","6","","3"
"7/30/2025 11:28:07 AM","","RisherMartin","1 1/2","3","calatorao","NEOLITH","HIS CLOSET TOP","3312 Bee Cave Rd.","Layout change Move pc to the left side of the slab per owner","14166","1","20300","1","","-1","7/29/2025 11:40:52 AM","9.8","5","6","","1"
"7/30/2025 11:22:45 AM","","RisherMartin","FLAT HONED","5","TAJ MAHAL LEATHERED","QZ","HER CLOSET TOP","3312 BEE CAVE","make changes per email sent from TR 7/29","14165","1","20300","1","","-1","7/29/2025 12:45:43 PM","9.8","5","6","","1"
"7/29/2025 3:19:58 PM","","Frio Canyon Vineyards","FLAT","4","AURORA","OPAL QUARTZ","WINE LAB/RESTROOM","2344 East Ranch Rd 337","So sorry- PLease revise and use Dart sink as originally requested- per builder. Don't shoot the messenger :-)","14087","1","20593","15","","-1","7/29/2025 2:50:59 PM","98.2","6","6","","1"
"7/30/2025 11:33:04 AM","","RisherMartin","FLAT HONED","4","TAJ MAHAL LEATHERED","QZ","TV ROOM WET BAR SPLASHES ONLY (TEMPLATED ON 7-18)","3312 BEE CAVE","No splash pcs needed at the front. Just back","14167","1","20300","3","","-1","7/30/2025 9:46:50 AM","1.4","5","6","","4"
"7/30/2025 3:17:09 PM","","Vassallo Tile","FLAT LEATHERED","5","TAHITI PREMIUM","QZ","FAB ONLY KITCHEN","Fab Only Top","The edge is leathered, not honed. Thanks!","14141","2","20605","8","","-1","7/30/2025 12:47:21 PM","44.7","15","6","","3"
"7/31/2025 3:44:58 PM","","Ranganathan, Sruthi","FLAT","5","TAJ MAHAL","QZ","KITCHEN, DROP ZONE TOP, AND PANTRY","Ranganathan-2313 Chloes Bloom Bend","Drawing is missing the full height backsplash (cooktop area)","14196","7","20620","14","","-1","7/31/2025 2:27:06 PM","154.4","15","6","","3"
"9/16/2025 11:50:12 AM","","Waller Building Company, LLC","FLAT","4","ARABESCATO CORCHIA","MS","Primary Bath  Vanity","1205 Wilderness","need revision that shows pencil detail (like @ 4605 Strass BATH 1)","14317","7","20413","15","","-1","9/15/2025 2:50:05 PM","27.6","9","6","/1235.jpg","1"
"9/17/2025 10:06:17 AM","","Phil Jackson Studio","FULL BULLNOSE","5","TAJ MAHAL","QZ","FAB ONLY PRESS STATION TOP","Press Station","Left side dimension now needs to be 19 1/2"" (add to the front). Right side will remain 19"".","14348","2","20658","1","","-1","9/15/2025 3:44:33 PM","5.5","7","6","","1"
"9/19/2025 11:29:17 AM","","Waller Building Company, LLC","MITER to 16","5","SARATOGA LEATHERED","QZ","Powder Bath","1205 Wilderness","please see attached- sink is changing and client needs to know if sink and faucet will fit with backsplash","14316","1","20413","","","-1","9/15/2025 5:46:46 PM","13.1","9","6","/1444.jpg","1"
"9/17/2025 11:33:05 AM","","Shoberg Homes","MITERED","3","INVISIBLE WHITE LIGHT","ANTOLLINI PORCELAIN","STUDIO KITCHEN","2775 Elder Hill Rd","Add standard porcelain substrate","13806","1","20394","2","","-1","9/16/2025 8:57:16 AM","35.99","5","6","","3"
"9/17/2025 11:18:51 AM","","Vinson Radke Homes","FLAT POLISH","5","BLIZZARD","CS","BATH1 VANITY, BATH 2 VANITY","801 W JOHANNA ST","Use the Duravit sink in Bath 1 and Kohler sink in Bath 2.","13478","1","20379","6","","-1","9/16/2025 1:06:59 PM","17.3","7","6","","1"
"9/17/2025 1:05:18 PM","","Texas Construction Company","FLAT HONED","5","ABSOLUTE BLACK **TO BE LEATHERED BY ALPHA**","GS","KITCHEN PERIMETER","907 Terrace Mountain Drive","Please change cooktop wall countertop to be 28-1/2” deep at the left, middle, and right sides of the wall.","14270","1","20562","2","","-1","9/16/2025 2:08:02 PM","30.2","7","6","","1"
"9/17/2025 11:02:48 AM","","Shoberg Homes","FLAT","3","CORCHIA POLISHED","STRATUS PORCELAIN","PRIMARY SHOWER SEAT, SHELF","2289 DRIFTWOOD RANCH DR","This drawing still does not match the new template file. Remove glass track","13604","1","20164","20","","-1","9/16/2025 4:56:44 PM","112.6","5","6","","3"
"9/17/2025 11:40:53 AM","","Miars Construction","FLAT HONED","5","TAJ MAHAL HONED","QZ","KITCHEN PERIMETER","5304 Western Hills","Add center faucet hole","13899","1","20516","13","Add center faucet hole & one hole each to the left and the right of center faucet. 8"" center to the center of the faucet hole.","-1","9/16/2025 5:43:57 PM","143","5","6","","3"
"3/15/2025 3:56:07 PM","","Vinson Radke Homes","FLAT HONED","5","BELGUIN BLUE","LIMESTONE","MUDROOM COUNTERTOP","1104 Maufrais St.","Customer has changed color selection for Bath 2 - will now be Calacatta Gold Borghini 2cm. Remnant is allocated to the job and Cedric is photoing it shortly. I will do the slabsmith layout because he wants to use a certain area of the slab.","12975","1","20244","1","","-1","11/18/2024 10:45:10 AM","12","7","6","","1"
"3/15/2025 3:56:07 PM","","Koch Construction","","","","","ABE","1108 W. 9th","Make changes per drawing Gabe went over with Joshua","12964","1","20090","2","DXF UPDATED","-1","11/18/2024 11:58:19 AM","9","","6","","1"
"3/15/2025 3:56:07 PM","","Koch Construction","OGEE","4","BIANCO CARRERA HONED","MS","MAIN BATH FIREPLACE SURROUND AND HEARTH","1108 W. 9th","Make changes per drawing that Gabe went over with Josh.","12968","1","20090","4","DXF UPDATED","-1","11/18/2024 12:12:17 PM","15.5","5","6","","1"
"3/15/2025 3:56:07 PM","","Capitol city contracting","3cm Flat honed","5","Primordia","Cs","KITCHEN AND PANTRY","720 upson","Please add a seam at the center of the Cooktop (pc 1) so that the grain flow can run correction on the Slabsmith layout.I am using the CAD ss option.","13096","1","20151","7","REVISION COMPLETE, DXF UPDATED. PDF IN S DRIVE.","-1","11/18/2024 12:23:52 PM","91","5","6","","5"
"3/15/2025 3:56:07 PM","","Koch Construction","","","","","ABE","1108 W. 9th","please revise per drawing Gabe went over with Josh","12963","1","20090","12","DXF UPDATED, CUST ADDED -45 DETAIL AT JAMB","-1","11/18/2024 12:43:24 PM","17.5","","6","","1"
"3/15/2025 3:56:07 PM","","Specialty Builders","FLAT POLISH","5","RAINIER","STRATUS QUARTZ","MASTER VANITY","6301 Oasis Drive","there is a note on the drawing saying that the owner changed to a Bevel edge.  The edge still says Flat Polish","13115","1","20282","4","","-1","11/19/2024 1:27:01 PM","14.5","5","6","","5"
"3/15/2025 3:56:07 PM","","RD HORTON CONSTRUCTION","CHISELED","5","BLACK PEARL LEATHERED","GS","KITCHEN, MA BA, GUEST BA","488-602 COUNTRY RD 442","correct sf total- correct layout-see attached","13086","1","20281","12","","-1","11/19/2024 2:31:29 PM","140.2","6","6","/countergo layout.pdf","3"
"3/15/2025 3:56:07 PM","","Lakeline Homes","FLAT","5","EVERLEIGH","CAMBRIA","KITCHEN, GUEST BATH, UTILITY, FIREPLACE","7909 Brightman Lane","Per builder, At the fireplace add 3/4"" to each end and also 3/4"" to the front","13021","1","20258","10","DXF UPDATED","-1","11/20/2024 10:16:40 AM","124.9","5","6","","1"
"9/30/2025 10:24:11 AM","","Shoberg Homes","MITERED","5","PLATINUM LEATHERED","QZ","BATH 5 TUB DECK, SKIRT, NICHE BOTTOM AND NICHE SHELF","302 Inwood","redo layout considering future pieces. see file","14059","1","20333","4","🤚 HOLD - PRELIM PIECES DON'T FIT ON SLAB ALLOCATED CONFIRMING WE ARE DOING THE DECK IN PIECES.","-1","9/23/2025 4:06:20 PM","30.1","5","6","/Bath 5 & Pool Bath pieces.png","2"
"9/29/2025 1:49:30 PM","","Shoberg Homes","MITERED","5","RHINO WHITE HONED","MS","BATH 2 (RED’S) TUB DECK","302 Inwood","Need new layout with future pieces per file added in.","14112","7","20333","7","","-1","9/23/2025 4:39:59 PM","23.1","5","6","/Bath 2 and Laundry pieces.png","2"
"9/29/2025 4:39:22 PM","","Shoberg Homes","MITERED","5","SOHO LEATHERED","QZ","BATH 3 TUB DECK WITH SKIRT(WALL)","302 Inwood","tub deck was bid in strips so material will be enough","14340","1","20333","10","🤚 HOLD - CONFIRMING WE ARE DOING THE DECK IN PIECES.","-1","9/23/2025 5:02:15 PM","28","5","6","","2"
"9/24/2025 4:48:36 PM","","RisherMartin","MITER","1","LIEM DARK POLISHED AND MATTE","PORCELANOSE PORCELAIN","PRIMARY SHOWER SEAT","3312 BEE CAVE","the top of the seat is what needs be matte material","14168","1","20300","5","","-1","9/23/2025 5:06:55 PM","16","5","6","","3"
"9/30/2025 10:36:41 AM","","Texas Construction Company","FLAT HONED","5","ABSOLUTE BLACK **TO BE LEATHERED BY ALPHA**","GS","KITCHEN PERIMETER","907 Terrace Mountain Drive","Please change countertop depth to 28 1/4"" to make the overhang 1 3/8""","14270","1","20562","2","","-1","9/25/2025 7:55:40 AM","30.2","7","6","","1"
"9/26/2025 2:38:05 PM","","Vinson Radke Homes","FLAT POLISH","5","BLIZZARD","CS","BATH1 VANITY, BATH 2 VANITY","801 W JOHANNA ST","From builder: ""The total width at the front and back should be 53 1/2"". We did some wall work to fix a high spot.""","13478","1","20379","6","REVISION REQUEST IS FOR BATH 2 - 🤚 HOLD - CONFIRMING THIS DIMENSION LEAVES 1/16 AT WALLS","-1","9/25/2025 11:02:45 AM","17.3","7","6","","1"
"9/25/2025 4:35:36 PM","","Vinson Radke Homes","2 1/2","5","CHANTILY LEATHERED","QZ","KITCHEN PERIMETER W/ FHBS, KITCHEN ISLAND","801 W JOHANNA ST","Move pop up outlets as noted on attachment. Please also show dimensions of outlet cutout locations.","13479","1","20379","","","-1","9/25/2025 11:09:45 AM","239.5","7","6","/redline_801 Johanna - Pop Up Placement Revision Kitchen Perimeter.jpg","1"
"9/30/2025 11:50:08 AM","","ENVE BUILDERS","FLAT HONED","5","COPACABANA LEATHERED","GS","PANTRY","4207 WATERS EDGE COVE","Revise per 9/24 template","14428","1","20567","4","","-1","9/25/2025 11:54:48 AM","74.53","7","6","","1"
"9/26/2025 1:48:35 AM","","Abode Modern Homes","FLAT","4","BLANCO MAPLE","SS","LAUNDRY, GYM","4315 FAR WEST BLVD","Laundry sink","14363","1","20654","4","The Laundry sink & faucet are wrong on this drawing. Please fix quickly as we have a date next week we need to hit.","-1","9/25/2025 1:48:07 PM","32.9","5","12","","3"
"9/26/2025 1:48:30 AM","","Abode Modern Homes","FLAT","5","brass relish","SS","KITCHEN PERIMETER","4315 Far West Blvd","add requested dimensions per file","14361","1","20654","3","","-1","9/25/2025 2:09:25 PM","70.1","5","12","/Kitchen dimensions needed.pdf","1"
"9/25/2025 4:20:17 PM","","Rauser Construction","MITER","4","CALACATTA MONET HONED","MS","POWDER, OFFICE BATH","3805 Balcones Drive","Revise layout to match original approved","14207","1","20455","12","","-1","9/25/2025 2:21:34 PM","38.5","5","6","/Preferred layout for office & powder.png","1"
"10/10/2025 10:30:46 AM","","Vinson Radke Homes","2 1/2","5","CHANTILY LEATHERED","QZ","KITCHEN PERIMETER W/ FHBS, KITCHEN ISLAND","801 W JOHANNA ST","Show spacing between all outlets and from outlet to cooktop cabinet, outlet to cabinet at the ends.","13479","1","20379","","","-1","9/26/2025 6:53:24 AM","239.5","7","6","","1"
"10/2/2025 1:31:39 PM","","Abode Modern Homes","FLAT","5","brass relish","SS","KITCHEN PERIMETER","4315 Far West Blvd","change holes per attached file","14361","1","20654","3","","-1","9/26/2025 9:49:52 AM","70.1","5","6","/Kitchen hole changes","1"
"10/2/2025 10:27:36 AM","","Vitek McIver Homes","","","","","KEVIN","345 Pecan Grove Drive","Please revise based on new template from 9/25","14101","1","20408","2","","-1","9/29/2025 6:58:25 AM","47.5","","6","","1"
"10/3/2025 7:56:17 AM","","Vitek McIver Homes","2 1/4","4","CALACATTA CIOLA VAGLI HONED","MS","KITCHEN, DROP STATION","345 Pecan Grove Drive","Please revise based on new template from 9/25","14102","1","20408","9","","-1","9/29/2025 6:58:42 AM","110.4","7","6","","1"
"10/3/2025 8:29:17 AM","","Vitek McIver Homes","14","5","SNOWFALL","GS","POWDER","345 PECAN GROVE DRIVE","Please revise based on new template from 9/25","14104","1","20408","","","-1","9/29/2025 6:59:06 AM","13","7","6","","1"
"11/10/2025 11:33:00 AM","","Lipscomb, David","FLAT","5","MIAMI WHITE","SS","MASTER AND GUEST BA","Lipscomb-909 Lake Drive","revise as per phone conversation between gabe and Josh","14591","1","20723","8","🔥🔥🔥","-1","11/7/2025 3:01:56 PM","31.8","6","6","","1"
"11/12/2025 2:01:37 PM","","ENVE BUILDERS","FLAT HONED","5","COPACABANA LEATHERED","GS","KITCHEN","4207 WATERS EDGE COVE","Revise cooktop cutout per attachment","14429","1","20567","12","","-1","11/10/2025 7:42:29 AM","189","7","6","/25-11-07_Vedadi_Kitchen counters shop drawing V3RCF_Alpha.pdf","1"
"11/12/2025 12:50:06 PM","","Vitek McIver Homes","FLAT","5","TAJ MAHAL","QZ","KITCHEN PERIMETER AND COFFEE BAR","2517 HARTFORD RD","Change coffee bar backsplash height to 22 1/2"" (backsplash should no longer run behind upper cabinets)","14651","7","20563","9","","-1","11/10/2025 7:44:04 AM","112.3","7","6","","1"
"11/14/2025 8:54:50 AM","","Goodman, Kim","FLAT","5","NIGHTFALL HONED","PENTAL QUARTZ","KITCHEN","Goodman- 4416 Sam Bass Road","The client would like the island to measure 100"" x 42 1/4"". Please revise.","14613","1","20729","11","","-1","11/10/2025 10:55:13 AM","113.8","15","6","","1"
"11/14/2025 9:47:29 AM","","Oakman Building Company","FLAT HONED","5","ABSOLUTE BLACK HONED","GS","FAB ONLY TUB BASE","1625 Westlake Drive","Revise dimensions per attachment","14610","2","20738","1","","-1","11/10/2025 2:21:05 PM","5.1","7","6","/20738 - OBC Mark-up FAB ONLY TUB BASE-BLOCK.pdf","1"
"11/12/2025 3:12:17 PM","","Rejuve Group","FLAT HONED","5","OLYMPIAN WHITE TO BE HONED","MS","KITCHEN","2010 Alegria Rd.","Please revise per Gabe's new template 11/10","14263","1","20636","12","","-1","11/10/2025 2:23:53 PM","77.3","7","6","","1"
